name,keyword,category,inventory,price_cut,price_origin,price_sale,discount,dis_num,favor_num,des_score,price_score,quality_score,service_score,dif,包邮,双十一,新款,韩版,英伦,欧美,冬装,礼盒,明星,均码,通勤,学院,情侣,dis_price,discount1,discount21,discount22,discount23,discount24,discount25,双十一红包,满减券,其他优惠,dis_num1,dis_strength,dis_strength1,easy_satisfy,easy_satisfy1
东大门2016冬装连帽大毛领外套白鸭绒女士新款羽绒服韩版, 欧美 ,女士配饰,0,0,689.5,689.5,NO INF,0,0,4.52,4.49,4.5,4.48,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
冬季男士长袖打底衫青年韩版修身加绒T恤衫学生潮冬装小衫上衣服,"M L XL 2XL 3XL 常规袖 加绒,拼接 日韩,学院 化纤 修身 常规款 圆领 几何,字母／文字／数字 长袖",男装,1991,-0.5,85,59.5,购物满100元立减8元 购物满200元立减10元 购物满299元立减20元,3,6,4.59,4.59,4.55,4.56,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.065629877,1,1.694915254,"(1,2]"
冬季男装翻领中长款毛呢大衣韩版修身拼色单排扣呢子料外套潮大衣,"M L XL 2XL 3XL 撞色 日韩,街头 毛呢 收腰 中长款 双层领 拼色 灰色 藏青色",男装,1997,-8,340,238,购物满300元立减15元 购物满3件打9.50折 购物满100元立减5元 购物满200元立减10元,4,9,4.65,4.59,4.62,4.67,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,1,0,1,1,0,0,0,1,1,>2种优惠,0.05,1,0.434782609,"(0,1]"
冬季欧美风靴子复古磨砂皮粗跟高跟鞋过膝靴长靴尖头长筒靴单靴女,"34 35 36 37 38 39 尖头 英伦风,布洛克 卡其色,黑色 长筒靴（中筒靴） 高跟（5-8CM） 反毛皮 复古,欧美 橡胶底 人造短毛绒 粗跟 磨砂 纯色 过膝 头层牛皮 秋冬 拉链,绑带",女鞋,2300,0,547.5,208,购物满3元立减3元,1,1592,4.77,4.76,4.75,4.77,23,0,0,0,0,1,1,1,0,0,0,0,0,0,0.379908676,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.014423077,"(0,1]"
冬季新款保暖修身大码羽绒服男士连帽羽绒衣加厚拉链纯色商务外套,"M L XL 2XL 3XL 4XL 5XL 常规袖 夹棉,口袋 日韩,商务 其它材质 修身 常规款 连帽 纯色 黑色 深蓝色",男装,2799,-0.342857143,512,358.3428571,NO INF,0,6,4.64,4.62,4.63,4.66,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.699888393,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
冬季新款不规则压线棉衣男士修身棉袄外套青年加厚棉服潮牌,"M L XL 2XL 常规袖 绗缝,口袋 复古,民族 棉 宽松 常规款 立领 纯色 长袖 黑色",男装,397,-39.9,397,277.9,购物满99元立减5元 购物满198元立减10元 购物满298元立减15元 购物满498元立减30元,4,3,4.84,4.79,4.83,4.84,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.052896659,1,0.415966387,"(0,1]"
冬季新款复古舒适毛线男女情侣韩范休闲男士学生保暖围脖围巾,"均码 酒红色 蓝色 休闲中性,小清新,中国风,韩系 冬季 围巾/丝巾 毛线 长方形 保暖 纯色 30cm-70cm 175cm-230cm 175cm-230cm 毛线",男士饰品,387,-4.166666667,230,68.16666667,购物满100元立减5元 购物满368元立减20元,2,46,4.63,4.59,4.61,4.62,5,0,0,1,1,0,0,1,0,0,1,0,0,1,0.296376812,1,0,1,0,0,0,0,1,0,2种优惠,0.052173913,1,1.5625,"(1,2]"
冬季新款复古舒适毛线男女情侣款韩范男士学生保暖针织围巾围脖,"均码 深灰色 蓝色 米色 小清新,韩系 冬季 围脖 毛线 其它形状 保暖 其他图案 30cm-70cm 50CM-90CM 50CM-90CM 毛线",男士饰品,595,-2.5,230,68.5,购物满100元立减5元 购物满368元立减20元,2,33,4.63,4.59,4.61,4.62,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0.297826087,1,0,1,0,0,0,0,1,0,2种优惠,0.052173913,1,1.515151515,"(1,2]"
冬季新款男士潮人舒适亲肤品质羊绒礼盒包装男朋友礼物保暖围巾,"均码 灰色 蓝色 学院风,复古街头,职业,英伦风,文艺风,韩国风 冬季 围巾/丝巾 仿山羊绒 长方形 保暖 纯色 70cm-100cm 175cm-230cm 175cm-230cm 仿山羊绒",男士饰品,192,-1.714285714,111.43,77.71428571,NO INF,0,13,4.59,4.56,4.57,4.6,7,0,0,1,1,1,0,1,1,0,1,0,1,0,0.697426956,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
冬季新款男士中长款连帽纯色韩版休闲棉衣棉服修身大码外套羽绒服,3XL 2XL XL L M 4XL 5XL 常规袖 水洗 运动 棉 修身 长款 连帽 纯色 黑色,男装,1397,0,513,359.1,购物满2件立减20元 购物满150元立减5元 购物满3件立减35元 购物满4件立减60元,4,42,4.64,4.58,4.6,4.65,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.033333333,0,0.417710944,"(0,1]"
冬季新款舒适毛线男女情侣款韩范男士学生保暖围脖围巾,"均码 红蓝色 米咖色 黑灰色 小清新,韩系 春秋 围巾/丝巾 毛线 长方形 保暖 纯色 30cm-70cm 150cm-175cm 150cm-175cm 毛线",男士饰品,592,-2.571428571,230,68.57142857,购物满100元立减5元 购物满368元立减20元,2,26,4.63,4.59,4.61,4.62,6,0,0,1,1,0,0,1,0,0,1,0,0,1,0.298136646,1,0,1,0,0,0,0,1,0,2种优惠,0.052173913,1,1.515151515,"(1,2]"
冬季新品韩版女装墨绿色街头复古宽松长款加厚过膝直筒毛衣外套,"SML 常规袖 复古,韩系 其他 直身 墨绿 长款（81-100cm） 暗扣 西装领 长袖 纯色 纯色 冬季",女装,1500,-26.01,407.15,285.01,11.11红包最高再抵           30.00元,2,0,4.81,4.81,4.8,4.82,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.70001228,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
冬季真皮羊毛内增高短筒雪地靴女皮毛一体防滑保暖厚底短靴,"黑色（牛翻皮） 棕色（牛翻皮） 34 35 36 37 38 39 绑带（系带),厚底内增高,流苏 棕色,黑色 中跟（3-5cm） 韩系 橡胶底 羊毛羊绒混纺 反绒 纯色 二层牛皮 秋冬 套脚,系带",女鞋,1195,-2.625,720,287.625,NO INF,0,163,4.72,4.69,4.7,4.71,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0.399479167,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
冬季中长款羽绒服实拍大真毛领纯色百搭连帽羽绒衣女装外套,"SMLXLXXL 基本款,通勤（OL） 聚酯纤维 加厚 浅灰,白色,黑色 中长款（66-80cm） 暗扣 连帽 长袖 纯色 秋冬",女装,1500,-32.4,648,486,11.11红包最高再抵           50.00元,2,3,4.78,4.78,4.79,4.8,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0.75,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
冬款连帽插肩拼接棉衣男士潮流立体贴口袋保暖外套男青年宽松棉服,"M L XL 2XL 常规袖 其它 日韩,运动 棉,锦棉（有光泽） 宽松 常规款 连帽 其他,几何 长袖 黑色",男装,1997,-30.1,383,268.1,购物满99元立减5元 购物满198元立减10元 购物满298元立减15元 购物满498元立减30元 活动商品买3件免1件,5,13,4.83,4.77,4.82,4.83,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,1,0,0,1,1,>2种优惠,0.052896659,1,0.415966387,"(0,1]"
冬装短裤百搭宽松呢子休闲靴裤打底裤阔腿短裤裤子胖mm大码女装,"L 建议100-125斤1XL 建议128-148斤2XL 建议150-170斤3XL 建议172-195斤M建议80-100斤 基本款,其他 棉 花色,紫红,黑色 其他,纯色,镶钻,刺绣,流苏 花色,手绘 秋冬",女装,8839,-3.99625,98.57,68.99625,11.11红包最高再抵           8.00元,2,610,4.81,4.8,4.8,4.8,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0.699972101,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
冬装新款/韩版宽松字母长款羽绒服棉服大棉袄胖MM大码女装棉衣,"MLXL2XL3XL4XL5XL 常规袖 韩系,欧美 棉 加厚 修身 军绿色,黑色 加长款（大于100cm） 拉链 连帽 长袖 拼接,纯色,抽绳,贴布,数码印花 字母/文字/数字,纯色 冬季",女装,25177,-21.36,384.29,299,11.11红包最高再抵           25.00元,2,64,4.79,4.78,4.78,4.79,22,0,0,1,1,0,1,1,0,0,0,0,0,0,0.778058237,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
冬装新款男装中长款韩版修身青年毛领连帽加厚羽绒服外套,"M L XL 2XL 3XL 常规袖 毛领,口袋,磨白 日韩,基本款 其它材质,复合 直身 常规款 连帽 其他,纯色 黑色",男装,2499,0,770,539,购物满119元立减5元 购物满199元立减10元 购物满299元立减20元,3,1,4.81,4.79,4.79,4.81,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.053052565,1,0.220779221,"(0,1]"
冬装新品潮男连帽中长款棉服男士羽绒棉衣,"M L XL 2XL 3XL 常规袖 毛领,其它 日韩,学院 其它材质,锦棉（有光泽） 直身 长款 连帽 其他,纯色 长袖",男装,5987,-10.2,326,228.2,购物满2元立减2元 购物满139元立减5元 购物满239元立减10元 购物满369元立减15元,4,84,4.57,4.52,4.57,4.55,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.279615658,1,0.009174312,"(0,1]"
冬装中老年男士中长款大衣爸爸装保暖加厚长款毛呢子外套,"175/92 180/96 185/100 190 195 200 毛领,其它,口袋 商务,街头 毛呢 直身 中长款 翻领 其他,纯色",男装,1196,-0.004,365.71,255.994,购物满2件打9.80折,1,10,4.65,4.62,4.6,4.62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.699991797,1,0,0,1,0,0,0,0,1,不超过1种优惠,0,0,0,0
短款毛衣女套头上衣长袖秋冬打底衫针织衫新款潮女装秋装衣服,"均码 常规袖 韩系,学院 针织 普通 宽松 灰绿,棕色 短款（41-50cm） 套头 圆领 长袖 编织,纯色 纯色 秋冬",女装,1751,-4,138,69,11.11红包最高再抵           8.00元,2,4549,4.84,4.81,4.82,4.83,90,0,0,1,1,0,0,1,0,0,1,0,1,0,0.5,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
短靴女春秋韩版女鞋学生低跟平底马丁靴秋冬季新款真皮女靴子英伦,"黑色单内里金属跟 黑色绒内里金属跟 黑色单内里皮带扣 黑色绒内里皮带扣 34 35 36 37 38 39 40 圆头 机车靴,金属装饰,切尔西靴 黑色单内里皮带扣,黑色单内里金属跟,黑色绒内里金属跟,黑色绒内里皮带扣 短靴 低跟（1-3cm） 头层牛皮 甜美,韩系 橡胶底 人造短毛绒 平跟（无跟） 擦色 其他 短筒 头层牛皮 秋季 拉链,皮带扣",女鞋,2335,0,190,125,购物满133元立减5元,1,5529,4.77,4.74,4.75,4.75,316,0,0,1,1,1,0,1,0,0,0,0,0,0,0.657894737,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.037593985,0,1.064,"(1,2]"
短靴女学生女鞋韩版英伦马丁靴春秋冬季粗跟加绒中跟拉链女靴子,"黑色低帮单里 黑色低帮绒里 黑色高帮单里 黑色高帮绒里 34 35 36 37 38 39 40 圆头 机车靴,英伦风 黑色 马丁靴 中跟（3-5cm） 头层牛皮 英伦 橡胶底 人造短毛绒 粗跟 无工艺效果 纯色 短筒 头层牛皮 秋冬 拉链",女鞋,1464,-6.08,190,131.48,购物满133元立减5元,1,357,4.77,4.74,4.75,4.75,45,0,0,0,1,1,0,1,0,0,0,0,0,0,0.692,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.037593985,0,1.060606061,"(1,2]"
短靴子尖头韩版蝴蝶结细跟高跟鞋单靴2016秋冬新女鞋子及踝靴,"39 34 35 36 37 38 尖头 蝴蝶结 黑色绒面,黑色皮面 及踝靴 超高跟（大于8cm） 绒面 通勤（OL）,韩系 复合底 超纤 细跟 绒面 纯色 短筒 绒面 冬季 拉链",女鞋,2442,-8,195,156,购物满5元立减5元,1,2383,4.75,4.72,4.73,4.73,37,0,0,1,1,0,0,1,0,0,0,1,0,0,0.8,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.033783784,"(0,1]"
防水表尼龙布带时尚手表女表超薄石英表学生休闲男表情侣手表,均码 9006-1银壳白盘男 9006-2银壳白盘男 9006-6银壳白盘男 9006-4银壳白盘男 9006-3银壳白盘男 9006-5银壳白盘男 9006-7银壳白盘男 9006-8银壳白盘男 9006-9银壳白盘男 9006-10银壳白盘男 9006-11银壳白盘男 9006-12银壳白盘男 9006-1银壳白盘女 9006-2银壳白盘女 9006-6银壳白盘女 9006-4银壳白盘女 9006-3银壳白盘女 9006-5银壳白盘女 9006-7银壳白盘女 9006-8银壳白盘女 9006-9银壳白盘女 9006-10银壳白盘女 9006-11银壳白盘女 9006-12银壳白盘女 商务休闲 精钢 圆型 大表盘 日历,男士饰品,4800,0,399.98,279.98,购物满99元立减6元 购物满199元立减12元 购物满49元立减2元,3,4,4.59,4.57,4.55,4.53,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.699984999,1,0,1,0,0,0,0,1,0,>2种优惠,0.053907965,1,0.175012501,"(0,1]"
复古民族风镂空马鞭链长命锁吊坠项链秋冬长款毛衣链女士时尚配饰,锁/钥匙 未镶嵌 否 是 复古 马鞭链 51cm-80cm 合金 合金/镀银/镀金,女士配饰,4,0,11.59,11.59,NO INF,0,4,4.57,4.56,4.53,4.56,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
高档男友礼物真皮男士自动扣皮带,"拍下请留言腰围或裤码 金扣 踩线自动扣 银扣 踩线自动扣 日韩,商务 合金头 光身,车缝线 单圈 3-4cm 自动扣 光面 光身,车缝线 牛皮",男士饰品,19927,-21,70,49,NO INF,0,21,4.75,4.73,4.74,4.74,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
高梵2016冬季韩版貉子毛领羽绒服女中长款过膝女装,"155/S160/M165/L170/XL175/XXL 常规袖 轻熟,通勤（OL） 聚酯纤维 普通 黑色,灰色 加长款（大于100cm） 其他 可脱卸帽 长袖 纯色 冬季",女装,386,0,942,599,NO INF,0,30,4.76,4.77,4.77,4.75,28,0,0,1,1,0,0,1,0,0,0,1,0,0,0.635881104,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
高梵秋冬女装貉子毛领羽绒服女中长款休闲H版外套女连帽,"155/S160/M165/L170/XL175/XXL 常规袖 通勤（OL）,韩系 锦纶 普通 直身 香芋紫A,军绿A,深灰A,黑色 长款（81-100cm） 暗扣 连帽 长袖 纯色 冬季",女装,76,0,984,599,NO INF,0,2,4.76,4.77,4.77,4.75,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0.608739837,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
搞怪咖毛球先生日韩国时尚百搭配饰装饰饰品项链毛衣链长款秋女士,"未镶嵌 否 是 百搭,韩系,名媛 蛇骨链 51cm-80cm 其它材质 其它材质",女士配饰,2,-3.702857143,28.18285714,28.18285714,NO INF,0,2,4.65,4.61,4.6,4.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
姑娘美不美秋冬新款尖头牛皮厚底单鞋深口中跟系带女鞋休闲鞋,"34【品牌旗舰店】 35【质量三包】 36【轻时尚慢生活】 37【15天可退换】 39【尺码正规】 38【关注店铺有礼】 绑带（系带） 灰色 高跟单鞋 中跟（3-5cm） 欧美 聚氨酯 超纤 光板（无工艺效果） 纯色 头层牛皮 秋冬 套脚,系带",女鞋,162,-5.25,760,227.25,购物满699元立减60元,1,2202,4.82,4.8,4.82,4.82,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0.299013158,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.08583691,1,3.148648649,"(2,8]"
过膝长靴女瘦腿弹力靴sw5050秋冬新款尖头粗跟长筒靴高跟,"黑色 棕色 34 35 36 37 38 39 圆头 蝴蝶结 棕色,黑色 长筒靴（中筒靴） 高跟（5-8CM） 绒面 百搭,欧美 橡胶底 布 粗跟 反绒 纯色 过膝 绒面 秋冬 套脚",女鞋,5993,-7.84,368,264.84,NO INF,0,1369,4.77,4.75,4.74,4.77,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0.719673913,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
韩版2016秋装女装新款修身显瘦西装领两件套OL包臀连衣裙,"SMLXL 常规袖 韩系,通勤（OL） 其他 普通 X型（收腰） 深蓝,白色 中长款（66-80cm） 一粒扣 西装领 长袖 其它形状 秋季",女装,1592,0,229,210,11.11红包最高再抵           25.00元,2,39,4.74,4.73,4.73,4.77,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0.917030568,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
韩版白拉链加厚保暖棉衣修身棉袄青少年冬季休闲外套男士棉服潮男,"M L XL 2XL 常规袖 彩色拉链,其它 日韩,复古 棉 直身 常规款 连帽 纯色 长袖",男装,788,-7.6,380,266,购物满150元立减10元 购物满210元立减15元 购物满280元立减30元,3,252,4.74,4.71,4.73,4.75,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.081746032,1,0.580495356,"(0,1]"
韩版百搭女装毛羔羊牛仔外套女短款加绒加厚棉衣冬天欧美时尚夹克,"SMLXL2XL 泡泡袖 百搭,韩系 棉 加厚 宽松 黑色,蓝色 中长款（66-80cm） 其他领型 长袖 做旧 其他 冬季",女装,1997,0,125.72,88,11.11红包最高再抵           10.00元,2,13,4.77,4.76,4.76,4.77,35,0,0,0,1,0,1,1,0,0,0,0,0,0,0.699968183,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
韩版大表盘潮表潮男女表学生权志龙GD同款个性原宿风手表,均码 白色 黑色 潮流时尚 人造皮革 圆型 其他 24小时指示,男士饰品,395,0,460,138,购物满2元立减2元 购物满128元立减5元 购物满188元立减8元 购物满268元立减15元,4,14,4.67,4.66,4.64,4.65,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0.3,1,0,1,0,0,0,0,1,0,>2种优惠,0.28439646,1,0.014492754,"(0,1]"
韩版冬季新款真皮短筒雪地靴女学院风皮带扣学生保暖防滑女靴子,"粉色 沙色 35 36 37 38 39 40 无 粉色,沙色,深蓝色,巧克力,紫色,黑色,灰色,栗色 低跟（1-3cm） 甜美,韩系 橡胶底 人造长毛绒 反绒,磨砂 纯色 二层牛皮 冬季 套脚,皮带扣",女鞋,912,0,450,135,购物满159元立减5元,1,1031,4.8,4.79,4.8,4.78,138,0,0,1,1,0,0,1,0,0,0,0,1,0,0.3,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.031446541,0,1.177777778,"(1,2]"
韩版仿皮草秋冬款女装新款邓紫棋同款毛毛女装长毛仿皮草外套,"均码 常规袖 甜美,欧美 其他 普通 直身 浅灰 常规款（51-65cm） 无扣 圆领 九分袖 纯色 其他,纯色 秋冬",女装,983,-2.6,198,138.6,11.11红包最高再抵           15.00元,2,1238,4.66,4.64,4.64,4.68,18,0,0,1,1,0,1,1,0,1,1,0,0,0,0.7,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
韩版加厚外套男士中长款羽绒服青年大毛领修身羽绒服,"M L XL 2XL 3XL 常规袖 其它,口袋 学院,街头 其它材质,天鹅绒 直身 中长款 可脱卸帽 其他,纯色 长袖 黑色 酒红色 卡其色 军绿色",男装,3982,-19.8,990,297,购物满2元立减2元 购物满128元立减5元 购物满188元立减8元 购物满268元立减15元,4,45,4.63,4.62,4.6,4.64,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3,1,0,1,0,0,0,0,1,0,>2种优惠,0.28439646,1,0.007215007,"(0,1]"
韩版简约欧美英伦风个性复古原宿学生男女青年休闲手表,均码 白色 黑色 潮流时尚 人造皮革 圆型 其他 24小时指示,男士饰品,398,0,460,138,购物满2元立减2元 购物满128元立减5元 购物满188元立减8元 购物满268元立减15元,4,8,4.63,4.62,4.6,4.64,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0.3,1,0,1,0,0,0,0,1,0,>2种优惠,0.28439646,1,0.014492754,"(0,1]"
韩版流苏短靴子冬季新品鞋子休闲鞋女鞋加绒棉鞋家居鞋平底雪地靴,"黑色 灰色 豆沙色 驼色 35 36 37 38 39 流苏 豆沙色,驼色,黑色,灰色 中跟（3-5CM） 街头潮人,运动 复合底 人造短毛绒 绒面,磨砂 纯色 二层牛皮 冬季 套脚",女鞋,438,0,239,167.3,NO INF,0,33,4.77,4.69,4.71,4.74,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
韩版毛衣链秋冬长款装饰品项链女士竹节百搭潮挂件时尚配饰,"其它形状/图案 未镶嵌 否 是 百搭,文艺小清新,优雅名媛 蛇骨链 51cm-80cm 合金 合金/镀银/镀金",女士配饰,8,0,21,21,NO INF,0,8,4.7,4.66,4.67,4.68,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
韩版面包服男士刺绣棉衣青少年保暖外套冬季休闲连帽加厚棉服男装," M L XL 插肩袖 其它,口袋,刺绣 小清新,文艺 其它材质 宽松 常规款 连帽 印花/花卉,几何 长袖 ",男装,882,-3.1,310,217,购物满150元立减10元 购物满210元立减15元 购物满280元立减30元,3,83,4.74,4.71,4.73,4.75,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.081746032,1,0.701262272,"(0,1]"
韩版明星同款男腕表, 均码 黑色 白色 镍合金 其他 无 镍合金,男士饰品,228,0,339.8,237.86,购物满199元立减10元 购物满49元立减3元 购物满99元立减6元 购物满299元立减15元 购物满399元立减20元,5,18,4.56,4.57,4.55,4.66,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.054474869,1,0.206003531,"(0,1]"
韩版磨砂粗跟休闲短靴女秋冬新款方头中跟短靴百搭及裸靴切尔西靴,"黑色【单里】 黑色【绒里】 黄色【单里】 黄色【绒里】 34 35 36 37 38 39 方头 蝴蝶结,金属装饰,拉链 棕色,黑色 短靴 中跟（3-5cm） 反毛皮 百搭,欧美 牛筋底 二层猪皮 粗跟 绒面,磨砂 其他,纯色 短筒 头层牛皮 秋冬 拉链,套脚",女鞋,7187,0,304,228,购物满88元立减3元,1,1218,4.79,4.78,4.76,4.78,6,0,0,1,1,0,1,1,0,0,0,0,0,0,0.75,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.034090909,0,0.385964912,"(0,1]"
韩版男士运动钢带机械表,"均码 黑盘黑钢带 赠高档盒 时尚潮流,欧美风 合金 圆形 24小时指示",男士饰品,984,0,1415,283,购物满49元立减3元 购物满199元立减10元 购物满99元立减5元,3,12,4.86,4.85,4.85,4.85,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.2,1,0,1,0,0,0,0,1,0,>2种优惠,0.053993599,1,0.173144876,"(0,1]"
韩版鸟巢珍珠项链简约纯色水晶链细铁丝缠绕长款毛衣链女士配饰品,"其它形状/图案 未镶嵌 否 否 韩国范,韩国风,韩国款 圆珠链 51cm-80cm 合金 合金/镀银/镀金",女士配饰,5,0,13.79,13.79,NO INF,0,5,4.57,4.56,4.53,4.56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
韩版气质925纯银针双花朵锆石耳钉女士个性耳环防过敏配饰品," 玫瑰/四叶草/花草 镀金镶嵌人工宝石/半宝石 百搭,时尚欧美,文艺小清新,优雅风,奢华名媛,甜美淑女 ",女士配饰,731,0,28,28,11.11红包最高再抵           3.00元,2,731,4.72,4.67,4.69,4.71,7,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
韩版气质条纹男士西装套装,52/XL 50/L 48/M 54/XXL 常规袖 棉 修身 常规 平驳领 长袖,男装,1597,0,799,559.3,购物满100元立减10元 购物满228元立减20元 购物满358元立减50元,3,14,4.6,4.59,4.58,4.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.109128034,1,0.178794922,"(0,1]"
韩版秋冬新款女装上衣外套中款长款大衣纯色风衣外套气质外套,SML 常规袖 复古 涤纶 普通 直身 黄色 中长款（66-80cm） 一粒扣 青果领 五分袖（中袖） 亮面 格子 秋冬,女装,1794,-12.95,716,212.95,11.11红包最高再抵           20.00元,2,183,4.86,4.85,4.86,4.84,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.297416201,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
韩版秋冬新款时尚厚底防滑圆头靴子牛皮磨砂皮系带短靴女靴马丁靴,"黑色加绒 35 36 37 38 39 鞋子偏小，建议拍大一码 圆头 机车靴,英伦风,绑带（系带) 黑色加绒,黑色单里 及踝靴 高跟（5-8CM） 头层牛皮 百搭,学院 橡胶底 二层猪皮 厚底内增高 擦色,磨砂 其他,纯色 及踝 头层牛皮 秋冬 系带,绑带",女鞋,1829,-8.657142857,226,146.6571429,NO INF,0,4174,4.81,4.79,4.81,4.78,200,0,0,1,1,1,0,1,0,0,0,0,1,0,0.648925411,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
韩版秋天原宿风女鞋秋冬鞋16新款运动鞋百搭休闲学院系带板鞋子,"灰色 玫红色 粉红色 绿色 35 36 37 38 39 40 圆头 撞色,绑带（系带) 粉红色,玫红色 低跟（1-3cm） 人造革 小清新,学院 橡胶底 超纤 厚底（松糕） 拼接 其他 人造革(PU) 春秋 系带",女鞋,2284,-6,150,105,购物满150元立减10元,1,891,4.74,4.71,4.74,4.76,102,0,0,1,1,0,0,1,0,0,0,0,1,0,0.7,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.066666667,1,1.515151515,"(1,2]"
韩版时尚简约双层珍珠长款吊坠项链毛衣链,"是 是 百搭,欧美 盒子链 51cm-80cm 合金/镀银/镀金",女士配饰,459,-5.806666667,25.60666667,25.60666667,11.11红包最高再抵           2.00元,2,459,4.77,4.76,4.78,4.77,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
韩版时尚铆钉平底短靴女布洛克雕花马丁靴百搭侧拉链女靴机车靴,"黑色 灰色 35 36 37 38 39 尖头 铆钉,机车靴,布洛克 黑色,灰色 短靴 低跟（1-3cm） 人造革（PU） 街头潮人,韩系 橡胶底 人造短毛绒 平跟（无跟） 无工艺效果 纯色 短筒 人造革（PU） 秋冬 拉链",女鞋,2337,-1.285714286,211.43,146.2857143,购物满199元立减10元,1,1615,4.78,4.74,4.75,4.75,80,0,0,0,1,0,0,1,0,0,0,0,0,0,0.691887217,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.050251256,1,1.372413793,"(1,2]"
